Invoice_ID,Date,Customer_Name,Gender,Location,Product_ID,Product_Name,Category,Quantity,Unit_Price,Total_Price,Payment_Method,Rating
INV0416,2024-12-12,Kathleen Mccall,Female,Bangalore,P3003,JBL Headphones,Accessories,2.0,2500,5000.0,UPI,3.7
INV0417,2025-04-14,Justin Walker,Female,Chennai,P1002,iPhone 14,Mobile,2.0,75000,150000.0,Cash,3.1
INV0418,2025-03-25,Ms. Laura Morris,Female,Kolkata,P1001,Samsung M14,Mobile,5.0,14000,70000.0,Wallet,3.2
INV0419,2025-02-19,Lisa Young,Male,Pune,P1003,Redmi Note 12,Mobile,4.0,13000,52000.0,Cash,3.9
INV0420,2025-05-02,Michael Hill,Male,Hyderabad,P1002,iPhone 14,Mobile,4.0,75000,300000.0,Wallet,3.8
INV0421,2024-12-15,Kimberly Pierce,Male,Bangalore,P2002,Dell Inspiron,Laptop,3.0,48000,144000.0,UPI,4.1
INV0422,2024-12-25,Rachel Adams,Male,Kolkata,P5001,Apple Watch,Smart Watch,4.0,32000,128000.0,UPI,4.8
INV0423,2024-12-02,Yvonne Young,Male,Pune,P5002,Boat Smart Watch,Smart Watch,3.0,2500,7500.0,UPI,4.4
INV0424,2025-02-08,Shannon Baker,Male,Jaipur,P2001,HP Pavilion 15,Laptop,1.0,52000,52000.0,Cash,4.6
INV0425,2025-05-10,William Garcia,Male,Pune,P5002,Boat Smart Watch,Smart Watch,1.0,2500,2500.0,Wallet,3.8
INV0426,2025-01-02,Melissa Gonzalez,Female,Mumbai,P1001,Samsung M14,Mobile,2.0,14000,28000.0,UPI,3.1
INV0427,2024-12-13,Joshua Horn,Male,Hyderabad,P4001,Samsung Smart TV,Smart TV,4.0,40000,160000.0,Card,3.7
INV0428,2025-02-25,Madison Foster,Female,Hyderabad,P2001,HP Pavilion 15,Laptop,3.0,52000,156000.0,Wallet,3.9
INV0429,2025-03-10,Scott Dixon,Male,Mumbai,P1001,Samsung M14,Mobile,4.0,14000,56000.0,UPI,3.5
INV0430,2025-03-06,Joseph Benson,Male,Bangalore,P4001,Samsung Smart TV,Smart TV,3.0,40000,120000.0,Card,4.4
INV0431,2025-01-04,Craig Hodges,Male,Delhi,P3001,Logitech Mouse,Accessories,3.0,700,2100.0,Card,3.5
INV0432,2025-02-10,Danielle Brown,Female,Chennai,P2003,MacBook Air,Laptop,1.0,95000,95000.0,Cash,3.5
INV0433,2025-02-26,Ronald Parks,Male,Hyderabad,P2002,Dell Inspiron,Laptop,2.0,48000,96000.0,UPI,4.9
INV0434,2025-02-10,Brandon Anderson,Male,Delhi,P3002,HP Keyboard,Accessories,1.0,1200,1200.0,Wallet,3.5
INV0435,2024-11-20,Peter Johnson,Female,Jaipur,P1002,iPhone 14,Mobile,2.0,75000,150000.0,Cash,4.8
INV0436,2025-03-04,Melissa Weaver,Female,Delhi,P5001,Apple Watch,Smart Watch,4.0,32000,128000.0,UPI,3.6
INV0437,2024-12-19,Bradley Thomas,Female,Hyderabad,P2003,MacBook Air,Laptop,5.0,95000,475000.0,UPI,4.9
INV0438,2024-11-25,Mason Peterson,Male,Mumbai,P2001,HP Pavilion 15,Laptop,5.0,52000,260000.0,Cash,3.3
INV0439,2024-11-30,Ryan Guerrero,Female,Jaipur,P3002,HP Keyboard,Accessories,2.0,1200,2400.0,UPI,4.2
INV0440,2025-05-15,Sean Cohen,Male,Hyderabad,P4001,Samsung Smart TV,Smart TV,2.0,40000,80000.0,Card,4.8
INV0441,2025-04-22,Matthew Hall,Male,Kolkata,P2002,Dell Inspiron,Laptop,2.0,48000,96000.0,Wallet,3.1
INV0442,2025-02-04,Derek David,Female,Delhi,P3003,JBL Headphones,Accessories,5.0,2500,12500.0,UPI,3.6
INV0443,2024-12-15,Timothy Roach,Female,Bangalore,P1002,iPhone 14,Mobile,4.0,75000,300000.0,Card,3.7
INV0444,2024-12-15,Jennifer Mejia,Male,Hyderabad,P1001,Samsung M14,Mobile,1.0,14000,14000.0,Card,4.0
INV0445,2025-03-16,Kimberly Salas,Female,Jaipur,P3001,Logitech Mouse,Accessories,5.0,700,3500.0,Card,3.5
INV0446,2025-03-22,Kathleen Nelson,Male,Pune,P2003,MacBook Air,Laptop,2.0,95000,190000.0,UPI,3.9
INV0447,2024-11-28,Karen James,Female,Chennai,P3003,JBL Headphones,Accessories,4.0,2500,10000.0,Cash,4.2
INV0448,2025-03-25,Bruce King,Male,Chennai,P3001,Logitech Mouse,Accessories,1.0,700,700.0,Wallet,3.6
INV0449,2024-12-23,Diana Ferguson,Male,Hyderabad,P5001,Apple Watch,Smart Watch,1.0,32000,32000.0,Card,4.2
INV0450,2025-04-13,Benjamin Payne MD,Male,Pune,P3002,HP Keyboard,Accessories,3.0,1200,3600.0,Wallet,4.8
INV0451,2025-03-29,Dawn Miles,Female,Kolkata,P5002,Boat Smart Watch,Smart Watch,1.0,2500,2500.0,Card,3.0
INV0452,2025-03-14,Carrie Martinez,Female,Bangalore,P3001,Logitech Mouse,Accessories,5.0,700,3500.0,UPI,4.6
INV0453,2024-12-21,Jeffrey Gomez,Female,Hyderabad,P2001,HP Pavilion 15,Laptop,2.0,52000,104000.0,Wallet,3.6
INV0454,2025-04-14,Suzanne Donovan,Female,Mumbai,P2001,HP Pavilion 15,Laptop,4.0,52000,208000.0,Wallet,3.3
INV0455,2025-03-13,Sandy Hicks,Female,Kolkata,P5001,Apple Watch,Smart Watch,5.0,32000,160000.0,Card,3.1
INV0456,2025-04-05,Jessica Marquez,Female,Pune,P2001,HP Pavilion 15,Laptop,3.0,52000,156000.0,UPI,4.1
INV0457,2025-03-10,Justin Wilson,Female,Kolkata,P3001,Logitech Mouse,Accessories,2.0,700,1400.0,Wallet,4.7
INV0458,2025-03-13,Stephen Johnson,Male,Chennai,P1002,iPhone 14,Mobile,2.0,75000,150000.0,Card,4.3
INV0459,2024-12-31,Tammy Gutierrez,Male,Hyderabad,P1003,Redmi Note 12,Mobile,2.0,13000,26000.0,Wallet,3.5
INV0460,2025-04-07,Ann Thomas,Female,Pune,P3003,JBL Headphones,Accessories,1.0,2500,2500.0,UPI,3.9
INV0461,2025-03-18,Meagan Steele,Female,Pune,P1001,Samsung M14,Mobile,3.0,14000,42000.0,Card,4.9
INV0462,2025-05-15,William Tucker,Male,Bangalore,P2002,Dell Inspiron,Laptop,3.0,48000,144000.0,UPI,4.2
INV0463,2025-03-10,William Jones,Female,Jaipur,P2001,HP Pavilion 15,Laptop,3.0,52000,156000.0,Card,4.7
INV0464,2024-11-28,Kelly Moreno,Male,Mumbai,P1002,iPhone 14,Mobile,5.0,75000,375000.0,Wallet,3.4
INV0465,2025-01-26,Katrina Fernandez,Male,Jaipur,P3003,JBL Headphones,Accessories,2.0,2500,5000.0,UPI,3.4
INV0466,2025-01-23,Christopher Stein,Male,Hyderabad,P3002,HP Keyboard,Accessories,3.0,1200,3600.0,Wallet,3.3
INV0467,2025-03-27,Nicholas Todd,Female,Bangalore,P2003,MacBook Air,Laptop,3.0,95000,285000.0,Wallet,3.9
INV0468,2025-02-21,Shelby Mccarthy,Male,Delhi,P2002,Dell Inspiron,Laptop,1.0,48000,48000.0,Card,4.8
INV0469,2025-03-01,Patricia Gray,Male,Bangalore,P5001,Apple Watch,Smart Watch,1.0,32000,32000.0,UPI,4.6
INV0470,2025-01-24,Mark Lamb,Male,Bangalore,P2003,MacBook Air,Laptop,5.0,95000,475000.0,UPI,3.7
INV0471,2024-12-31,Brittney Hutchinson,Male,Kolkata,P2001,HP Pavilion 15,Laptop,4.0,52000,208000.0,Cash,3.6
INV0472,2024-12-12,Gina Wise,Male,Kolkata,P3001,Logitech Mouse,Accessories,2.0,700,1400.0,Wallet,4.4
INV0473,2025-01-11,Christina Hernandez,Female,Kolkata,P2001,HP Pavilion 15,Laptop,1.0,52000,52000.0,UPI,4.5
INV0474,2025-02-27,Brian Griffin,Female,Chennai,P1001,Samsung M14,Mobile,4.0,14000,56000.0,Card,4.8
INV0475,2025-03-09,Aaron Serrano,Female,Hyderabad,P3003,JBL Headphones,Accessories,1.0,2500,2500.0,Wallet,3.5
INV0476,2025-04-05,Charlotte Tanner,Female,Hyderabad,P2001,HP Pavilion 15,Laptop,5.0,52000,260000.0,UPI,3.4
INV0477,2025-05-11,James Jones,Female,Pune,P3001,Logitech Mouse,Accessories,2.0,700,1400.0,Cash,3.0
INV0478,2024-12-29,Crystal Williams,Female,Mumbai,P5001,Apple Watch,Smart Watch,1.0,32000,32000.0,Card,3.2
INV0479,2025-04-06,Joseph Rollins,Male,Chennai,P1002,iPhone 14,Mobile,1.0,75000,75000.0,UPI,3.6
INV0480,2025-05-15,Jeremy Harris,Female,Mumbai,P1001,Samsung M14,Mobile,1.0,14000,14000.0,UPI,3.9
INV0481,2025-03-26,John Perez,Female,Jaipur,P3001,Logitech Mouse,Accessories,5.0,700,3500.0,Wallet,4.0
INV0482,2025-02-25,Scott Brown,Female,Delhi,P2002,Dell Inspiron,Laptop,1.0,48000,48000.0,Cash,4.7
INV0483,2025-04-07,Kathleen Curtis,Female,Jaipur,P5002,Boat Smart Watch,Smart Watch,5.0,2500,12500.0,UPI,3.5
INV0484,2024-12-14,Frank Cooke,Male,Chennai,P3002,HP Keyboard,Accessories,3.0,1200,3600.0,UPI,3.7
INV0485,2025-02-26,Jessica Roberts,Male,Pune,P5001,Apple Watch,Smart Watch,5.0,32000,160000.0,Card,4.2
INV0486,2024-11-25,Brooke Miller,Male,Mumbai,P2003,MacBook Air,Laptop,1.0,95000,95000.0,Cash,4.8
INV0487,2025-05-16,Katrina Parker,Male,Jaipur,P1001,Samsung M14,Mobile,2.0,14000,28000.0,UPI,4.9
INV0488,2025-03-08,Brandon Clark,Female,Mumbai,P3002,HP Keyboard,Accessories,5.0,1200,6000.0,Wallet,3.7
INV0489,2025-04-12,Mary Taylor,Male,Mumbai,P5002,Boat Smart Watch,Smart Watch,1.0,2500,2500.0,Card,4.4
INV0490,2025-01-15,Douglas Garza,Female,Mumbai,P1002,iPhone 14,Mobile,5.0,75000,375000.0,UPI,3.6
INV0491,2024-12-25,Andrew Hayes,Male,Jaipur,P5002,Boat Smart Watch,Smart Watch,5.0,2500,12500.0,Cash,4.3
INV0492,2025-03-01,Jasmine Cruz,Male,Kolkata,P3001,Logitech Mouse,Accessories,4.0,700,2800.0,Card,4.4
INV0493,2025-05-17,Stephanie Clark,Female,Bangalore,P2002,Dell Inspiron,Laptop,1.0,48000,48000.0,Wallet,3.8
INV0494,2025-03-23,Regina Rogers,Female,Jaipur,P2003,MacBook Air,Laptop,1.0,95000,95000.0,Card,3.2
INV0495,2025-04-14,Vanessa Johnson,Male,Delhi,P2003,MacBook Air,Laptop,3.0,95000,285000.0,Cash,4.1
INV0496,2025-04-16,Linda Hays,Male,Kolkata,P1003,Redmi Note 12,Mobile,2.0,13000,26000.0,Wallet,3.2
INV0497,2025-05-02,Emily Moore,Female,Delhi,P2001,HP Pavilion 15,Laptop,2.0,52000,104000.0,Card,3.2
INV0498,2024-12-13,Mallory Sellers,Male,Bangalore,P3003,JBL Headphones,Accessories,2.0,2500,5000.0,UPI,3.2
INV0499,2025-03-01,Stacy Ware,Male,Hyderabad,P2003,MacBook Air,Laptop,2.0,95000,190000.0,UPI,3.9
INV0500,2025-02-01,Lauren Aguilar,Male,Bangalore,P5002,Boat Smart Watch,Smart Watch,2.0,2500,5000.0,UPI,3.9
INV0501,2025-03-15,Shannon Wright,Female,Kolkata,P3002,HP Keyboard,Accessories,3.0,1200,3600.0,UPI,3.9
INV0502,2024-12-08,Angela Campbell,Male,Mumbai,P3001,Logitech Mouse,Accessories,1.0,700,700.0,Wallet,4.3
INV0503,2025-03-26,Katherine Hughes,Female,Kolkata,P3003,JBL Headphones,Accessories,3.0,2500,7500.0,UPI,3.8
INV0504,2024-11-28,Christopher Smith,Female,Mumbai,P1003,Redmi Note 12,Mobile,3.0,13000,39000.0,Card,3.5
INV0505,2025-05-08,Ryan Clark,Male,Chennai,P4001,Samsung Smart TV,Smart TV,5.0,40000,200000.0,Wallet,5.0
INV0506,2025-04-17,Rebecca Arnold,Male,Pune,P4001,Samsung Smart TV,Smart TV,1.0,40000,40000.0,Cash,4.9
INV0507,2025-04-21,Joshua Smith,Male,Kolkata,P3002,HP Keyboard,Accessories,1.0,1200,1200.0,Cash,4.6
INV0508,2025-01-01,William Thornton,Male,Delhi,P1001,Samsung M14,Mobile,2.0,14000,28000.0,Cash,4.6
INV0509,2025-02-16,Christina Carr,Male,Hyderabad,P4001,Samsung Smart TV,Smart TV,3.0,40000,120000.0,Card,4.3
INV0510,2025-03-03,Jerry Jenkins,Female,Delhi,P2002,Dell Inspiron,Laptop,3.0,48000,144000.0,UPI,4.5
INV0511,2025-04-03,Thomas Cooper,Female,Chennai,P5001,Apple Watch,Smart Watch,3.0,32000,96000.0,Cash,4.2
INV0512,2025-03-19,Amy Bryan,Male,Chennai,P2001,HP Pavilion 15,Laptop,3.0,52000,156000.0,UPI,4.1
INV0513,2025-05-17,Stephanie Avila,Male,Jaipur,P1002,iPhone 14,Mobile,3.0,75000,225000.0,UPI,4.4
INV0514,2025-01-28,Jason Hernandez,Female,,P1001,Samsung M14,Mobile,1.0,14000,14000.0,Card,4.0
INV0515,2025-02-17,Elizabeth Gardner,Male,Hyderabad,P2003,MacBook Air,Laptop,5.0,95000,475000.0,Cash,4.2
INV0516,2024-12-18,Neil Williams,Female,Jaipur,P4001,Samsung Smart TV,Smart TV,4.0,40000,160000.0,Wallet,3.7
INV0517,2025-04-25,Scott Harrison,Male,Bangalore,P2003,MacBook Air,Laptop,5.0,95000,475000.0,Card,3.5
INV0518,2024-11-23,William Garcia,Male,Mumbai,P4001,Samsung Smart TV,Smart TV,4.0,40000,160000.0,Wallet,5.0
INV0519,2025-02-24,Brett Hoffman,Female,Bangalore,P4001,Samsung Smart TV,Smart TV,2.0,40000,80000.0,Cash,4.9
INV0520,2024-12-03,Bradley Gonzalez,Male,Delhi,P3003,JBL Headphones,Accessories,4.0,2500,10000.0,UPI,5.0
INV0521,2024-12-16,Michael Martin,Female,Hyderabad,P3001,Logitech Mouse,Accessories,2.0,700,1400.0,Cash,3.2
INV0522,2024-12-11,Anthony Anderson,Female,Kolkata,P5002,Boat Smart Watch,Smart Watch,2.0,2500,5000.0,,4.2
INV0523,2025-01-11,Mr. Brian Murphy Jr.,Female,Mumbai,P3001,Logitech Mouse,Accessories,1.0,700,700.0,Card,3.6
INV0524,2024-11-27,Ms. Taylor Wright DVM,Male,Mumbai,P3003,JBL Headphones,Accessories,2.0,2500,5000.0,UPI,3.7
INV0525,2025-01-23,Joshua Meadows PhD,Female,Delhi,P5001,Apple Watch,Smart Watch,5.0,32000,160000.0,Card,3.6
INV0526,2025-02-02,Andrea Simmons,Male,Kolkata,P1002,iPhone 14,Mobile,3.0,75000,225000.0,UPI,4.2
INV0527,2025-03-01,Richard Zavala,Female,Mumbai,P5001,Apple Watch,Smart Watch,1.0,32000,32000.0,UPI,3.1
INV0528,2025-02-21,Lauren Schultz,Female,Delhi,P3001,Logitech Mouse,Accessories,1.0,700,700.0,Wallet,4.6
INV0529,2025-04-08,Cody Martin,Female,Mumbai,P2001,HP Pavilion 15,Laptop,1.0,52000,52000.0,Wallet,4.5
INV0530,2025-05-12,Ryan Henson,Female,Kolkata,P3003,JBL Headphones,Accessories,4.0,2500,10000.0,Card,4.0
INV0531,2025-01-19,Brandon Gonzalez,Male,Chennai,P3003,JBL Headphones,Accessories,1.0,2500,2500.0,Card,4.8
INV0532,2025-03-30,Jean Smith,Female,Delhi,P5002,Boat Smart Watch,Smart Watch,5.0,2500,12500.0,Cash,4.7
INV0533,2025-04-10,Jeremy Brown,Male,Bangalore,P2003,MacBook Air,Laptop,2.0,95000,190000.0,UPI,4.5
INV0534,2025-02-27,William Wilson,Male,Mumbai,P3003,JBL Headphones,Accessories,2.0,2500,5000.0,Cash,5.0
INV0535,2024-12-22,Melissa Herrera DDS,Male,Bangalore,P3002,HP Keyboard,Accessories,5.0,1200,6000.0,Cash,4.1
INV0536,2025-04-12,Theresa Arias,Male,Hyderabad,P3002,HP Keyboard,Accessories,3.0,1200,3600.0,UPI,3.7
INV0537,2025-02-04,Stacy Coleman,Male,Mumbai,P4001,Samsung Smart TV,Smart TV,3.0,40000,120000.0,Card,3.4
INV0538,2025-02-28,Rose Morales,Female,Pune,P2003,MacBook Air,Laptop,5.0,95000,475000.0,Wallet,4.3
INV0539,2024-12-02,Christina Peterson,Male,Mumbai,P1003,Redmi Note 12,Mobile,4.0,13000,52000.0,Wallet,4.2
INV0540,2024-11-27,Sandra Garza,Male,Pune,P3003,JBL Headphones,Accessories,5.0,2500,12500.0,Wallet,3.4
INV0541,2025-05-15,Dean Dickerson,Male,Chennai,P5002,Boat Smart Watch,Smart Watch,2.0,2500,5000.0,Wallet,3.6
INV0542,2025-02-06,Taylor Fuller,Male,Mumbai,P2003,MacBook Air,Laptop,1.0,95000,95000.0,Card,4.0
INV0543,2024-12-19,Jonathan Ali,Female,Pune,P2001,HP Pavilion 15,Laptop,3.0,52000,156000.0,Cash,3.1
INV0544,2025-03-01,Alejandro Oconnor,Male,Bangalore,P2002,Dell Inspiron,Laptop,5.0,48000,240000.0,Card,3.2
INV0545,2025-03-26,Kevin Dickerson,Male,Pune,P3002,HP Keyboard,Accessories,4.0,1200,4800.0,Card,4.9
INV0546,2025-03-07,Lisa Clark,Male,Kolkata,P3003,JBL Headphones,Accessories,2.0,2500,5000.0,Cash,3.5
INV0547,2025-04-11,Allen Mcmillan,Male,Chennai,P1001,Samsung M14,Mobile,5.0,14000,70000.0,UPI,4.3
INV0548,2025-01-19,Garrett Hodges,Female,Kolkata,P3002,HP Keyboard,Accessories,5.0,1200,6000.0,UPI,4.5
INV0549,2025-05-02,Jason Payne,Female,Chennai,P1002,iPhone 14,Mobile,5.0,75000,375000.0,Wallet,3.2
INV0550,2024-11-25,Jim Roberts DDS,Male,Delhi,P3002,HP Keyboard,Accessories,1.0,1200,1200.0,Card,3.5
INV0551,2025-02-05,Kimberly Glass,Male,Delhi,P1002,iPhone 14,Mobile,2.0,75000,150000.0,Cash,3.5
INV0552,2025-01-27,Harold Wiggins,Female,Delhi,P5002,Boat Smart Watch,Smart Watch,2.0,2500,5000.0,Card,3.3
INV0553,2024-12-27,Alison Clark,Female,Hyderabad,P1003,Redmi Note 12,Mobile,1.0,13000,13000.0,Cash,4.4
INV0554,2024-12-09,Eric Simpson,Female,Delhi,P1002,iPhone 14,Mobile,2.0,75000,150000.0,Card,4.2
INV0555,2025-01-09,Martin Wong,Male,Pune,P1003,Redmi Note 12,Mobile,3.0,13000,39000.0,Card,4.5
INV0556,2025-01-19,Jeffrey Smith,Female,Hyderabad,P2001,HP Pavilion 15,Laptop,3.0,52000,156000.0,Wallet,3.3
INV0557,2025-05-14,Deborah Harrington,Female,Kolkata,P1002,iPhone 14,Mobile,3.0,75000,225000.0,Wallet,3.1
INV0558,2025-01-01,Victoria Mullins,Female,Bangalore,P3001,Logitech Mouse,Accessories,4.0,700,2800.0,UPI,3.9
INV0559,2025-01-31,Cheryl Floyd,Male,Hyderabad,P5001,Apple Watch,Smart Watch,1.0,32000,32000.0,Card,4.8
INV0560,2024-12-07,Alexandra Aguilar,Male,Hyderabad,P5001,Apple Watch,Smart Watch,2.0,32000,64000.0,Card,3.5
INV0561,2025-01-28,Elizabeth Johnson,Male,Hyderabad,P2002,Dell Inspiron,Laptop,5.0,48000,240000.0,UPI,3.2
INV0562,2024-12-21,John Adams,Male,Delhi,P5002,Boat Smart Watch,Smart Watch,4.0,2500,10000.0,Card,3.5
INV0563,2025-04-08,Valerie Baker,Male,Jaipur,P1002,iPhone 14,Mobile,4.0,75000,300000.0,UPI,4.8
INV0564,2025-04-12,James Medina,Male,Hyderabad,P1003,Redmi Note 12,Mobile,2.0,13000,26000.0,UPI,3.8
INV0565,2024-11-27,Amy Andersen,Male,Bangalore,P2002,Dell Inspiron,Laptop,5.0,48000,240000.0,Wallet,3.4
INV0566,2024-12-16,Anthony Acevedo,Female,Hyderabad,P1002,iPhone 14,Mobile,1.0,75000,75000.0,Wallet,4.8
INV0567,2025-03-07,Keith Elliott,Female,Mumbai,P4001,Samsung Smart TV,Smart TV,3.0,40000,120000.0,UPI,4.0
INV0568,2024-12-03,Timothy Olson,Female,Bangalore,P5002,Boat Smart Watch,Smart Watch,4.0,2500,10000.0,Cash,3.7
INV0569,2025-03-14,Manuel Lee,Male,Chennai,P3002,HP Keyboard,Accessories,3.0,1200,3600.0,Wallet,3.2
INV0570,2025-05-17,Kathleen Anderson,Female,Chennai,P4001,Samsung Smart TV,Smart TV,3.0,40000,120000.0,Wallet,4.3
INV0571,2024-12-10,Alexandra Roberts,Male,Kolkata,P2001,HP Pavilion 15,Laptop,1.0,52000,52000.0,Card,3.4
INV0572,2025-02-25,Bruce Roberts,Male,Chennai,P5001,Apple Watch,Smart Watch,3.0,32000,96000.0,Wallet,3.0
INV0573,2024-12-16,Randy Walker,Female,Delhi,P4001,Samsung Smart TV,Smart TV,1.0,40000,40000.0,Card,4.1
INV0574,2025-04-09,Bradley Carlson,Male,Kolkata,P1001,Samsung M14,Mobile,1.0,14000,14000.0,Card,3.8
INV0575,2025-03-20,Jeffrey Bond,Female,Delhi,P5001,Apple Watch,Smart Watch,3.0,32000,96000.0,UPI,5.0
INV0576,2025-02-21,Amanda Woods,Female,Jaipur,P2003,MacBook Air,Laptop,1.0,95000,95000.0,Cash,4.5
INV0577,2025-01-01,Jacob Goodman,Male,Delhi,P4001,Samsung Smart TV,Smart TV,1.0,40000,40000.0,Card,3.6
INV0578,2025-01-05,Brooke Rubio,Male,Chennai,P1001,Samsung M14,Mobile,4.0,14000,56000.0,UPI,4.2
INV0579,2025-04-04,John Duffy,Female,Jaipur,P2002,Dell Inspiron,Laptop,4.0,48000,192000.0,Wallet,4.2
INV0580,2025-02-05,Jeremy Montoya,Female,Delhi,P5002,Boat Smart Watch,Smart Watch,5.0,2500,12500.0,Wallet,4.7
INV0581,2025-02-27,Vanessa Johnson,Male,Pune,P1002,iPhone 14,Mobile,3.0,75000,225000.0,Cash,3.6
INV0582,2025-05-10,Rachel Barron,Male,Delhi,P2002,Dell Inspiron,Laptop,2.0,48000,96000.0,UPI,3.3
INV0583,2025-01-09,Christopher Chambers,Male,Jaipur,P4001,Samsung Smart TV,Smart TV,3.0,40000,120000.0,Wallet,3.4
INV0584,2025-03-02,Jason Hardy,Female,Delhi,P1001,Samsung M14,Mobile,4.0,14000,56000.0,Cash,4.8
INV0585,2025-05-12,Teresa Strong,Female,Jaipur,P3002,HP Keyboard,Accessories,2.0,1200,2400.0,Cash,4.9
INV0586,2025-04-19,Matthew Ayers,Male,Jaipur,P1002,iPhone 14,Mobile,5.0,75000,375000.0,Card,3.9
INV0587,2024-11-24,Mark Baldwin,Male,Kolkata,P1001,Samsung M14,Mobile,3.0,14000,42000.0,UPI,4.4
INV0588,2025-02-19,Andrew Flynn,Female,Delhi,P2001,HP Pavilion 15,Laptop,4.0,52000,208000.0,Cash,4.1
INV0589,2024-12-07,Melinda Ponce,Male,Jaipur,P1001,Samsung M14,Mobile,4.0,14000,56000.0,Card,4.2
INV0590,2025-01-19,Anna Williams,Male,Mumbai,P2002,Dell Inspiron,Laptop,5.0,48000,240000.0,UPI,4.1
INV0591,2025-03-09,Susan Fowler,Male,Hyderabad,P3002,HP Keyboard,Accessories,4.0,1200,4800.0,Cash,3.6
INV0592,2025-04-23,Paul Hayes,Male,Hyderabad,P3002,HP Keyboard,Accessories,4.0,1200,4800.0,Cash,3.5
INV0593,2025-03-28,Dennis Allen,Female,Mumbai,P2002,Dell Inspiron,Laptop,2.0,48000,96000.0,Wallet,4.2
INV0594,2025-04-03,Sandra Reyes,Female,Kolkata,P4001,Samsung Smart TV,Smart TV,4.0,40000,160000.0,Card,3.1
INV0595,2024-12-19,Jennifer Hobbs,Male,Chennai,P3002,HP Keyboard,Accessories,1.0,1200,1200.0,Card,3.1
INV0596,2025-01-04,Mr. Matthew Williams Jr.,Female,Pune,P2003,MacBook Air,Laptop,1.0,95000,95000.0,Cash,4.7
INV0597,2024-11-26,Erik Choi,Female,Mumbai,P2001,HP Pavilion 15,Laptop,2.0,52000,104000.0,Cash,4.7
INV0598,2025-02-26,Amber Parks,Female,Pune,P5001,Apple Watch,Smart Watch,5.0,32000,160000.0,UPI,3.2
INV0599,2025-02-11,Olivia Madden,Female,Jaipur,P2001,HP Pavilion 15,Laptop,2.0,52000,104000.0,Card,3.3
INV0600,2024-11-25,Calvin Brooks,Female,Chennai,P3003,JBL Headphones,Accessories,4.0,2500,10000.0,Card,4.6
INV0601,2025-04-20,Daniel Jennings,Female,Jaipur,P5001,Apple Watch,Smart Watch,2.0,32000,64000.0,Card,4.7
INV0602,2024-12-27,Ann Parker,Male,Mumbai,P2002,Dell Inspiron,Laptop,3.0,48000,144000.0,Wallet,5.0
INV0603,2025-05-16,Kimberly Hunt,Male,Mumbai,P5002,Boat Smart Watch,Smart Watch,5.0,2500,12500.0,UPI,4.3
INV0604,2024-11-21,Amber Allen,Female,Bangalore,P2001,HP Pavilion 15,Laptop,2.0,52000,104000.0,Wallet,4.8
INV0605,2025-03-05,Anthony Norman,Male,Jaipur,P2002,Dell Inspiron,Laptop,2.0,48000,96000.0,Wallet,3.1
INV0606,2024-12-14,Randy Walter,Male,Jaipur,P3002,HP Keyboard,Accessories,5.0,1200,6000.0,Card,3.7
INV0607,2025-03-27,David White,Female,Pune,P3003,JBL Headphones,Accessories,3.0,2500,7500.0,Cash,3.2
INV0608,2024-12-16,Denise Alexander,Female,Kolkata,P2001,HP Pavilion 15,Laptop,2.0,52000,104000.0,Wallet,4.7
INV0609,2025-01-07,Leah Richmond,Female,Kolkata,P5002,Boat Smart Watch,Smart Watch,5.0,2500,12500.0,Wallet,3.4
INV0610,2024-12-17,Eddie Wolf,Female,Pune,P1003,Redmi Note 12,Mobile,3.0,13000,39000.0,UPI,4.2
INV0611,2025-01-08,Christopher King,Female,Jaipur,P5002,Boat Smart Watch,Smart Watch,2.0,2500,5000.0,UPI,4.7
INV0612,2025-03-04,Richard Davis,Male,Bangalore,P2001,HP Pavilion 15,Laptop,4.0,52000,208000.0,Card,3.3
INV0613,2025-05-10,Emily Torres,Male,Delhi,P2001,HP Pavilion 15,Laptop,4.0,52000,208000.0,Cash,3.6
INV0614,2025-04-05,Patrick Porter,Male,Hyderabad,P3002,HP Keyboard,Accessories,2.0,1200,2400.0,Card,3.4
INV0615,2025-04-07,Mrs. Katherine Brewer DDS,Male,Kolkata,P2003,MacBook Air,Laptop,4.0,95000,380000.0,Cash,4.6
INV0616,2024-12-28,Trevor Cherry,Female,Delhi,P1001,Samsung M14,Mobile,4.0,14000,56000.0,Card,3.4
INV0617,2025-01-09,Matthew Hall,Male,Pune,P4001,Samsung Smart TV,Smart TV,1.0,40000,40000.0,Wallet,3.1
INV0618,2025-02-18,Jerry Johnson,Female,Chennai,P5002,Boat Smart Watch,Smart Watch,5.0,2500,12500.0,Cash,3.1
INV0619,2025-01-18,Beverly Bradley,Female,Chennai,P3003,JBL Headphones,Accessories,4.0,2500,10000.0,Card,3.5
INV0620,2025-04-15,Paul Fisher,Male,Pune,P5002,Boat Smart Watch,Smart Watch,4.0,2500,10000.0,Cash,3.6
INV0621,2025-03-23,Sarah Perez,Male,Bangalore,P2002,Dell Inspiron,Laptop,2.0,48000,96000.0,Card,3.9
INV0622,2025-05-17,Pam Johnson,Female,Hyderabad,P2003,MacBook Air,Laptop,5.0,95000,475000.0,Wallet,4.4
INV0623,2025-03-08,Christine Harris,Female,Chennai,P3001,Logitech Mouse,Accessories,5.0,700,3500.0,UPI,4.6
